timestamp_utc,symbol,open_interest
2026-07-13T04:40:32.077Z,BTCUSDT,99555.357
2026-07-13T04:40:56.179Z,ETHUSDT,2273932.152
2026-07-13T04:40:50.975Z,BNBUSDT,566590.29
2026-07-13T04:40:51.354Z,SOLUSDT,8848824.02
2026-07-13T04:40:47.663Z,XRPUSDT,328624522.1
2026-07-13T04:40:51.488Z,DOGEUSDT,2403012042
2026-07-13T04:40:48.469Z,ADAUSDT,483049231
2026-07-13T04:40:35.689Z,LINKUSDT,8433676.45
2026-07-13T04:40:48.726Z,AVAXUSDT,7845984
2026-07-13T04:40:50.780Z,SUIUSDT,95740681.2
